Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,UPI_Remitter_Bank,Bank_CAELS_Score,Bank_Risk_Tier
12871.66828,46,2,Retired,Tier_2,2574.333655,0.0,396.1775991,1841.395268,1013.270536,281.0616754,564.1075295,877.6437329,556.8798035,1265.063406,347.8518107,Karnataka Bank,0.536,Medium Risk
57929.87987,63,1,Retired,Tier_2,11585.97597,0.0,2686.893738,6416.198652,3010.576965,1164.427792,2301.159082,3995.595493,1886.006529,5289.476465,772.6338095,IDFC FIRST Bank,0.221,High Risk
11296.83346,27,2,Retired,Tier_2,2259.366692,0.0,380.8780398,1382.734509,763.5608692,553.7724504,456.4327258,701.8728695,503.3062445,804.2786784,202.7395859,Karnataka Bank,0.536,Medium Risk
35455.8499,37,4,Professional,Tier_3,5318.377485,2757.064142,715.1543199,4322.425757,2783.748507,951.3330878,1212.454582,2596.988338,1666.032616,1978.031359,976.5241076,HDFC Bank Ltd.,0.013,High Risk
6255.501287,33,3,Self_Employed,Tier_2,1251.100257,867.8104018,300.6452722,841.2850982,457.474951,234.3452184,301.5197616,459.1638219,244.8792957,380.3940065,123.6200872,Yes Bank Ltd.,0.155,High Risk
10367.21624,23,0,Student,Tier_3,1555.082436,736.930902,510.304786,1072.111538,763.019588,292.2436127,237.3097382,787.9990008,468.3183371,0.0,106.2513572,Indian Bank,0.698,Medium Risk
35117.03605,34,0,Retired,Tier_1,10535.11082,0.0,1157.887023,3839.294624,2433.646604,1225.257607,905.5224203,2256.477899,1563.448786,0.0,1015.762863,Axis Bank Ltd.,0.131,High Risk
54161.51742,23,4,Self_Employed,Tier_1,16248.45523,5389.560329,1791.865911,6609.118734,4218.097163,1305.236358,2483.219612,3827.446057,1742.975214,4771.630362,599.7103813,State Bank of India,0.521,Medium Risk
34408.10017,39,2,Self_Employed,Tier_2,6881.620033,0.0,706.2374993,4377.812936,2682.867688,1174.115621,821.5414574,2050.949738,1117.515855,3379.478908,612.8273354,Central Bank of India,1.0,Low Risk
27348.96692,35,0,Self_Employed,Tier_3,4102.345039,0.0,712.5386443,2794.207491,1792.021436,1316.557404,836.4614788,1834.628383,1129.630102,0.0,682.7811706,Canara Bank,0.805,Low Risk
23578.00828,49,1,Self_Employed,Tier_2,4715.601657,0.0,556.5254456,2880.502788,1706.688999,1147.911971,492.8129124,1880.170473,893.562024,1435.078937,669.4745259,HDFC Bank Ltd.,0.013,High Risk
9192.425129,45,1,Professional,Tier_2,1838.485026,1648.011479,403.241129,1204.570197,732.103232,299.6273518,299.4625476,696.370564,390.4797661,880.1314001,257.6184471,Federal Bank Ltd.,0.276,High Risk
16866.37534,59,2,Self_Employed,Tier_2,3373.275067,2840.341225,598.1333945,1801.122489,1070.345096,666.2477533,731.2256257,1038.863513,584.3486352,1000.928453,183.923243,Axis Bank Ltd.,0.131,High Risk
20752.90766,27,1,Professional,Tier_3,3112.936149,0.0,595.2010403,2533.620085,1260.470156,813.8300704,1008.457452,1548.436451,778.7897021,1985.126355,525.8927933,Union Bank of India,0.8,Low Risk
69888.084,58,3,Professional,Tier_1,20966.4252,0.0,3336.291258,9572.315455,3724.988473,2735.514604,2271.866921,2813.686378,2620.609335,6124.9864,1935.463243,Bank of India,0.815,Low Risk
39491.75885,39,4,Retired,Tier_2,7898.351769,0.0,1555.326447,4126.187598,2765.2255,1423.67675,922.6150985,1731.282886,1322.000913,2299.322159,595.7981922,IndusInd Bank Ltd.,0.144,High Risk
7321.134171,45,0,Student,Tier_2,1464.226834,674.6892292,352.1432049,959.0680672,396.8785379,241.7838503,161.0635593,576.1683929,285.3744235,0.0,76.27123793,Canara Bank,0.805,Low Risk
38879.40038,32,4,Student,Tier_2,7775.880076,0.0,1074.129484,4633.066829,2588.914399,983.0521309,1420.985123,2168.053988,1411.693638,2562.38881,1042.480635,Indian Overseas Bank,0.904,Low Risk
22046.00833,60,2,Self_Employed,Tier_2,4409.201666,2490.265351,1013.987599,2701.407678,1142.207731,821.0070541,894.4036105,1267.373354,671.8313943,1918.14494,242.6978104,IDBI Bank Ltd.,0.833,Low Risk
17455.58721,46,4,Self_Employed,Tier_1,5236.676163,0.0,796.7561425,2060.140503,1393.73427,365.7331652,382.1548318,774.7367269,821.50942,1605.989531,274.6453094,Axis Bank Ltd.,0.131,High Risk
48937.22786,24,0,Student,Tier_3,7340.584179,6173.577293,2295.837656,5099.505377,3419.165909,2342.882005,2009.741161,2740.588118,2284.2675,0.0,1077.685516,UCO Bank,0.96,Low Risk
68442.7069,51,0,Student,Tier_2,13688.54138,9243.340535,3047.279903,8891.693,3535.360755,3298.87917,2383.718097,4927.439609,2414.475506,0.0,1400.586962,Union Bank of India,0.8,Low Risk
63194.76573,49,2,Professional,Tier_2,12638.95315,0.0,2792.234045,7662.303958,4519.100463,3080.397338,2395.131619,3687.743188,2341.207379,5067.908018,1221.791973,UCO Bank,0.96,Low Risk
15330.17891,19,0,Self_Employed,Tier_2,3066.035781,0.0,697.0642117,2176.943579,1046.603467,336.9095113,738.8277534,682.5469699,757.0732334,0.0,300.0669052,Federal Bank Ltd.,0.276,High Risk
23425.55407,43,1,Student,Tier_1,7027.666222,2226.88042,1098.158466,3200.361402,1660.42586,736.0448385,599.8252655,1763.193999,1032.461327,2095.566661,504.1045722,Canara Bank,0.805,Low Risk
39103.34944,62,4,Student,Tier_2,7820.669888,0.0,1279.176477,5043.77682,2907.961679,1609.319664,924.5125989,2894.054948,1800.874796,3364.604694,456.3524966,ICICI Bank Ltd.,0.117,High Risk
65472.7145,28,3,Professional,Tier_2,13094.5429,0.0,1739.623432,7322.75003,4659.706071,1770.702327,3042.792289,3519.55169,2326.276459,5264.067656,1497.538537,UCO Bank,0.96,Low Risk
20447.44614,42,3,Retired,Tier_2,4089.489227,0.0,453.1908292,2541.016218,1126.607972,905.6748479,857.3724401,1251.020538,951.6792208,1830.86894,497.9936169,ICICI Bank Ltd.,0.117,High Risk
25859.29732,36,3,Professional,Tier_2,5171.859463,0.0,730.6290816,3591.496787,1500.233089,700.5994066,736.9516886,1792.215918,1201.776698,1539.016031,359.5327856,Indian Bank,0.698,Medium Risk
12380.58355,37,2,Student,Tier_3,1857.087532,1610.899785,568.1169787,1310.759993,688.4013175,261.6422423,305.9491041,918.7008854,601.6007644,927.3808673,204.7587926,Punjab National Bank,0.915,Low Risk
11521.69849,50,3,Self_Employed,Tier_2,2304.339697,1912.459955,575.0822765,1220.527893,821.282331,340.2846943,483.5450423,906.1356236,558.9452775,721.3857316,238.4427734,Axis Bank Ltd.,0.131,High Risk
57467.41202,34,4,Retired,Tier_2,11493.4824,8786.605014,1878.728831,6376.481645,3566.095673,1853.024783,1270.234044,3999.646688,2054.331203,3769.716192,592.2302512,Indian Overseas Bank,0.904,Low Risk
88782.48633,47,0,Professional,Tier_1,26634.7459,0.0,3022.106423,12812.86412,4607.540091,2448.975763,2167.956392,3851.450273,4132.20361,0.0,1782.348005,Indian Overseas Bank,0.904,Low Risk
28320.59517,35,1,Retired,Tier_1,8496.17855,0.0,900.0632648,3552.68416,1829.552312,1018.188332,1358.739689,1487.130068,1083.415211,1559.001327,408.617701,IDFC FIRST Bank,0.221,High Risk
66955.19739,49,3,Retired,Tier_2,13391.03948,12898.36643,2445.7184,9963.131504,4248.921973,2279.557805,2558.958261,4079.74382,2548.771268,5497.393229,1952.400347,Bank of India,0.815,Low Risk
40065.12286,57,3,Professional,Tier_1,12019.53686,3437.467199,1375.856389,5780.86859,2679.451492,2000.655923,864.9995272,1953.839331,1895.959044,2634.522772,477.4129846,Punjab National Bank,0.915,Low Risk
17905.3863,62,3,Self_Employed,Tier_2,3581.077259,0.0,725.5182723,1996.970705,1385.988244,845.7836258,861.5701941,1080.290144,853.9780172,1159.585274,303.9358834,Union Bank of India,0.8,Low Risk
40057.41765,21,1,Student,Tier_3,6008.612647,6078.130006,1131.229868,5980.36683,2974.449366,1853.964799,1286.168717,2869.593637,1609.198543,3873.877163,798.5290425,IDBI Bank Ltd.,0.833,Low Risk
102680.9528,49,4,Student,Tier_2,20536.19055,19761.32749,3295.010154,12785.34472,7471.971279,2304.442362,4855.340893,6328.408093,3410.523093,6922.769514,1204.601606,Yes Bank Ltd.,0.155,High Risk
29152.37983,36,3,Self_Employed,Tier_2,5830.475967,0.0,935.144889,4183.831592,1637.961789,859.4263059,1197.841084,2319.365638,931.3790571,2780.703647,723.1929527,Punjab National Bank,0.915,Low Risk
104890.013,20,0,Retired,Tier_1,31467.00391,6756.652739,3100.594962,12984.32307,8099.085218,3415.259083,3890.046471,8022.532518,5070.912025,0.0,1187.839951,IDBI Bank Ltd.,0.833,Low Risk
3689.169254,55,2,Self_Employed,Tier_1,1106.750776,495.4111707,162.1279367,543.4453727,225.0943616,150.516127,170.2448759,244.3524166,174.1519551,186.8338918,83.45057979,State Bank of India,0.521,Medium Risk
57900.11583,45,1,Retired,Tier_1,17370.03475,11444.46584,2096.455402,7942.672949,3662.132761,2816.307979,2288.619858,4065.14545,2260.957432,3600.365467,1202.610918,IndusInd Bank Ltd.,0.144,High Risk
32163.589,55,4,Professional,Tier_2,6432.717799,1904.557434,1183.613331,4065.138571,1640.399671,1491.345203,725.951558,1709.83506,1217.404715,2345.354174,435.9694216,Canara Bank,0.805,Low Risk
23617.58357,23,0,Retired,Tier_2,4723.516715,0.0,643.216122,3188.200315,1642.412631,781.0120299,655.3070862,1328.2322,744.2494591,0.0,359.5998674,IDFC FIRST Bank,0.221,High Risk
32285.10579,57,1,Student,Tier_1,9685.531738,3371.917633,1056.335364,3594.598058,2527.656316,655.1781454,780.1401595,1296.763627,1181.999229,3174.521849,689.1816785,Federal Bank Ltd.,0.276,High Risk
6117.431078,34,1,Student,Tier_2,1223.486216,383.8683816,185.6000418,873.2405105,353.3844235,250.1181677,195.2397759,453.0273026,196.7885037,314.1341305,159.5119855,Kotak Mahindra Bank,0.0,High Risk
25165.14423,59,2,Retired,Tier_2,5033.028845,3469.485867,1188.598742,2860.213544,1424.720061,1090.722278,968.4531776,1988.17829,1198.343812,1757.400929,259.6605928,Punjab National Bank,0.915,Low Risk
39920.3987,22,2,Student,Tier_2,7984.07974,7102.199332,843.7064473,5176.884618,2228.134768,1878.379756,1142.6352,2105.529007,1930.572959,2590.427755,860.0316941,IDFC FIRST Bank,0.221,High Risk
97857.52727,36,4,Self_Employed,Tier_2,19571.50545,0.0,2470.998705,14635.82855,5794.542796,2144.705486,4002.812888,4257.250386,2988.603205,9185.091959,1921.167314,Union Bank of India,0.8,Low Risk
19817.81354,60,3,Retired,Tier_1,5945.344062,1710.10644,789.0705249,2034.251007,1433.45702,860.8232776,927.4462342,1211.913616,909.9187875,1872.465509,571.4955126,Punjab National Bank,0.915,Low Risk
15711.65038,59,2,Self_Employed,Tier_2,3142.330075,1266.930849,599.3969412,1706.878705,1182.717022,444.4970426,591.3678157,899.055221,749.4427214,1026.434906,294.1085176,Indian Bank,0.698,Medium Risk
20081.35448,52,4,Student,Tier_2,4016.270896,0.0,832.2004497,2697.788696,1445.167112,943.0306561,674.9063049,920.7045672,788.4478615,1878.337762,566.3838522,Canara Bank,0.805,Low Risk
62397.11721,39,1,Self_Employed,Tier_3,9359.567582,8081.245454,1332.969471,8226.475617,3698.093463,2269.872269,1919.549796,4147.941736,2241.640963,5064.318607,1560.964115,Axis Bank Ltd.,0.131,High Risk
39024.83621,41,3,Retired,Tier_1,11707.45086,4031.548581,1813.749468,5315.63425,2716.790172,1061.098821,1038.228774,2710.483386,1789.24393,2707.706642,772.7642332,HDFC Bank Ltd.,0.013,High Risk
19636.4831,27,0,Self_Employed,Tier_2,3927.29662,0.0,941.1589509,1982.786437,1337.528556,958.8480456,512.7852919,981.2593965,728.3598873,0.0,212.718829,UCO Bank,0.96,Low Risk
45232.29524,19,1,Self_Employed,Tier_1,13569.68857,7866.640734,1965.577171,6066.899047,2926.367477,2231.073946,1125.548611,3237.048055,1634.428725,3858.715109,1272.664711,IDBI Bank Ltd.,0.833,Low Risk
32422.72031,45,4,Student,Tier_2,6484.544062,0.0,818.4410429,4768.254915,2125.864144,1548.146898,1095.61817,1834.020698,1376.861228,1918.640164,932.694533,Canara Bank,0.805,Low Risk
65112.29366,58,0,Student,Tier_1,19533.6881,4564.024827,2843.213978,7816.554217,4281.673656,2278.296979,3059.930631,3422.008707,2382.888189,0.0,1480.032043,HDFC Bank Ltd.,0.013,High Risk
17108.14912,54,1,Retired,Tier_1,5132.444735,3202.131228,504.6357498,2130.115851,948.7875126,383.3001522,693.6755074,748.0780726,679.2601287,1619.198631,487.0513064,Axis Bank Ltd.,0.131,High Risk
23082.33634,34,2,Retired,Tier_2,4616.467268,3961.182748,566.9207677,3116.627006,1796.621007,938.6188159,604.7578172,1103.405813,1060.613366,1863.776881,426.1971109,HDFC Bank Ltd.,0.013,High Risk
21922.44196,23,4,Student,Tier_2,4384.488392,0.0,491.7622531,3157.33771,1536.220836,1020.501819,600.2347712,1666.472524,686.2522745,1602.2741,510.403789,IDBI Bank Ltd.,0.833,Low Risk
9303.451154,60,0,Professional,Tier_2,1860.690231,486.2624039,199.2307493,1280.846974,715.3665825,399.3784411,233.4399667,550.6660116,440.6826252,0.0,103.9312548,Punjab National Bank,0.915,Low Risk
38019.28775,22,2,Student,Tier_2,7603.85755,3488.950829,1721.130614,5630.321251,2250.119663,1505.180555,904.1898328,3024.000251,1354.768411,3210.061227,964.3358776,HDFC Bank Ltd.,0.013,High Risk
36967.59061,56,0,Professional,Tier_2,7393.518123,6914.392699,1674.352696,5063.19555,2305.097366,1371.889596,1723.955507,2410.97674,1839.215654,0.0,595.3048894,Bank of Baroda,0.575,Medium Risk
30122.97432,24,3,Self_Employed,Tier_2,6024.594863,0.0,632.4083883,3443.917447,1815.038914,1467.880403,1172.222409,1319.479138,954.7962587,2047.799526,858.7215453,Indian Bank,0.698,Medium Risk
24866.65315,49,3,Retired,Tier_1,7459.995945,4433.243478,1031.191867,3600.207432,1877.64713,1225.300322,689.2839725,1649.50918,1020.50474,2083.610546,388.0114781,IDFC FIRST Bank,0.221,High Risk
9668.766946,21,4,Self_Employed,Tier_2,1933.753389,1198.46765,267.0815768,1212.548991,654.2762031,380.8227239,283.7402945,436.3619389,320.5652938,515.0465943,184.3747745,Bank of India,0.815,Low Risk
21427.62813,38,0,Self_Employed,Tier_2,4285.525626,0.0,571.7359458,3126.66756,1220.819789,600.2407675,652.7355252,1575.780863,717.2990869,0.0,398.7172394,ICICI Bank Ltd.,0.117,High Risk
22806.0481,59,3,Student,Tier_2,4561.209621,0.0,840.6353623,2355.523444,1488.174206,751.983449,882.1321337,1648.192663,833.3778643,1704.368433,659.2715597,Central Bank of India,1.0,Low Risk
15789.98007,49,1,Retired,Tier_1,4736.994022,0.0,532.7074474,2090.01972,1051.512368,407.7727205,618.7315032,799.4699637,746.3288233,958.1956998,409.756737,UCO Bank,0.96,Low Risk
26368.46563,35,1,Professional,Tier_1,7910.539688,0.0,677.0088245,2654.593954,1995.329754,692.1512582,657.0529497,1840.047496,1309.686986,1767.989643,390.9958224,Canara Bank,0.805,Low Risk
41447.93524,50,3,Student,Tier_1,12434.38057,0.0,836.0157813,4455.125668,2401.544431,1092.164362,1572.32839,2866.170739,1565.756924,3841.336522,932.3981422,HDFC Bank Ltd.,0.013,High Risk
135659.2331,31,3,Student,Tier_1,40697.76994,17920.39264,4025.787712,15621.21974,7877.767529,2747.097597,3480.591066,7084.410399,5110.1369,8475.792721,3471.017767,Union Bank of India,0.8,Low Risk
34496.56079,23,4,Self_Employed,Tier_3,5174.484119,0.0,1109.508935,4724.974503,1872.873953,693.8019252,707.1475512,2225.513848,1450.966479,1892.45987,882.825224,Punjab National Bank,0.915,Low Risk
36864.08218,28,4,Professional,Tier_3,5529.612326,2290.088665,1262.838934,4459.510797,1998.381698,1623.569745,992.4805384,1489.915481,1460.574142,2615.356611,477.9186266,IDBI Bank Ltd.,0.833,Low Risk
28265.46239,63,1,Student,Tier_2,5653.092478,4804.322626,911.4534297,3452.860178,1499.810395,955.9517608,1234.473564,1553.503436,990.5632321,2206.653754,643.9554221,Bank of India,0.815,Low Risk
6463.561033,37,2,Retired,Tier_1,1939.06831,0.0,203.0295255,741.8261325,327.9438829,135.0123976,284.4548931,298.5599913,223.3156222,559.1963168,124.4241325,Bank of India,0.815,Low Risk
29370.36819,46,0,Professional,Tier_3,4405.555228,0.0,1436.184801,4175.519186,1664.671985,1318.916703,719.2758133,1307.949867,1422.439047,0.0,301.5788421,Indian Overseas Bank,0.904,Low Risk
31480.9169,52,2,Student,Tier_2,6296.18338,1934.589629,1498.435077,4664.775549,1817.570905,1063.424192,1149.120386,2112.005529,1041.040595,2379.717093,428.2234364,IDFC FIRST Bank,0.221,High Risk
215248.0473,33,4,Self_Employed,Tier_1,64574.4142,0.0,6831.173132,32106.58926,14442.52527,6799.328377,8137.373861,9135.516023,7191.376423,20390.17242,5644.643239,Federal Bank Ltd.,0.276,High Risk
25721.02137,24,2,Student,Tier_2,5144.204275,3770.320822,1240.828052,3243.180414,1489.05163,536.5789789,852.2024203,1138.357134,1164.217662,2467.451029,392.0834264,ICICI Bank Ltd.,0.117,High Risk
38184.71312,57,4,Professional,Tier_2,7636.942625,2561.591697,863.4950188,3902.733183,2969.547472,1166.49031,1648.612871,2375.013507,1893.451619,3338.349229,1050.880328,Canara Bank,0.805,Low Risk
29178.3783,53,2,Self_Employed,Tier_1,8753.513491,0.0,594.7079432,3061.043488,1498.590795,597.4624691,1320.645934,2204.685355,919.4805885,2116.949087,325.6199538,Bank of Baroda,0.575,Medium Risk
11778.25402,61,1,Student,Tier_1,3533.476206,0.0,352.4642877,1691.660837,739.3687164,286.2629012,437.3228814,769.6433345,544.337034,1014.735732,162.4227408,State Bank of India,0.521,Medium Risk
74847.71879,61,4,Professional,Tier_2,14969.54376,0.0,1912.985527,9718.605428,4131.410442,2628.290075,1533.131122,3804.377673,3031.706682,5526.452218,2170.260504,Axis Bank Ltd.,0.131,High Risk
54748.16257,48,1,Professional,Tier_1,16424.44877,0.0,2251.942672,5969.26245,2810.431507,1797.273421,2646.387936,4017.777071,1720.644072,4873.443933,556.5700716,Indian Overseas Bank,0.904,Low Risk
56487.70135,59,2,Self_Employed,Tier_1,16946.31041,6499.078388,2191.043339,7164.957974,3471.324505,1247.131382,1534.785087,3358.885179,2733.464592,3693.339141,1567.854349,HDFC Bank Ltd.,0.013,High Risk
14493.31368,61,3,Self_Employed,Tier_1,4347.994105,0.0,713.5688534,1895.229158,1017.210644,307.7472012,512.4766169,642.9221546,457.2933862,1034.239617,220.7892455,State Bank of India,0.521,Medium Risk
92151.39574,60,3,Retired,Tier_3,13822.70936,0.0,3927.207797,13165.17207,7110.063448,3629.757727,2986.457118,7156.29565,3907.23896,8200.102975,2309.732095,Bank of India,0.815,Low Risk
9773.909421,60,0,Retired,Tier_2,1954.781884,0.0,311.2256305,1300.043163,498.310074,250.1198464,289.5733078,532.7168631,414.0978443,0.0,128.8399678,HDFC Bank Ltd.,0.013,High Risk
47975.14464,64,3,Student,Tier_2,9595.028927,4989.785861,1346.422974,5957.812037,3559.25882,2305.319374,1266.942178,3437.310643,2070.52667,4561.199341,645.1934192,Axis Bank Ltd.,0.131,High Risk
173046.7661,23,0,Retired,Tier_2,34609.35322,0.0,3743.999841,22522.22809,9437.515362,6470.91364,7193.008799,12142.7445,7967.354821,0.0,4602.970097,IDBI Bank Ltd.,0.833,Low Risk
13582.3115,46,2,Retired,Tier_2,2716.462301,0.0,379.309293,1449.143199,833.011286,331.8673274,318.5282336,887.7799645,610.0816485,1210.665068,208.6579153,Federal Bank Ltd.,0.276,High Risk
19070.8158,44,0,Self_Employed,Tier_2,3814.16316,0.0,485.7245266,2140.117727,1324.139735,803.545952,876.520871,1024.188914,614.9356374,0.0,430.0038034,Bank of India,0.815,Low Risk
32489.54917,60,0,Student,Tier_1,9746.864752,3646.060148,1467.636539,4108.92548,1897.51653,1407.386527,1330.912943,2311.062359,1434.177809,0.0,438.7102534,IDBI Bank Ltd.,0.833,Low Risk
20053.76383,19,0,Professional,Tier_2,4010.752766,0.0,597.1143668,2219.771443,1550.130983,775.5572411,764.7047339,1523.501239,611.4954536,0.0,477.9630413,IDBI Bank Ltd.,0.833,Low Risk
8676.920085,39,1,Self_Employed,Tier_1,2603.076026,1185.41149,351.509239,1295.196949,573.5977937,361.4325647,320.5276987,680.4150637,406.5453181,829.8837834,96.18325339,UCO Bank,0.96,Low Risk
